nhung nguoi	những người	464	2
long	lỏng	462	1
cam giac	cảm giác	461	2
dau nhuc	đau nhức	459	2
tieu chay	tiêu chảy	458	2
cham dung kim	châm đứng kim	455	3
vi dang	vị đắng	455	2
dung kim	đứng kim	455	2
di ung	dị ứng	454	2
thuoc chua	thuốc chữa	450	2
tac dong	tác động	450	2
bao tu	bao tử	444	2
phuc linh	phục linh	441	2
tao bon	táo bón	440	2
duong kinh	đường kinh	439	2
nguoi co	người có	438	2
ra mau	ra máu	434	2
deu co	đều có	433	2
rat nhieu	rất nhiều	429	2
quan trong	quan trọng	428	2
ung dung	ứng dụng	425	2
cua thuoc	của thuốc	424	2
co nguoi	có người	423	2
tri dau	trị đau	422	2
van dong	vận động	422	2
ban chan	bàn chân	420	2
cho sinh vien	cho sinh viên	418	3
cac vi thuoc	các vị thuốc	418	3
cac huyet	các huyệt	417	2
duoc ly hoc	dược lý học	417	3
dung cho sinh	dùng cho sinh	416	3
ha noi sach	hà nội sách	416	3
noi sach	nội sách	416	2
noi sach dung	nội sách dùng	416	3
sinh vien he	sinh viên hệ	416	3
dung lam thuoc	dùng làm thuốc	412	3
nuoc tieu	nước tiểu	412	2
duong quy	đương quy	411	2
dung kim sau	đứng kim sâu	411	3
cung khong	cũng không	408	2
day than	dây thần	408	2
day than kinh	dây thần kinh	408	3
dang thuoc	dạng thuốc	401	2
lien he	liên hệ	401	2
nhan sam	nhân sâm	398	2
hoa hoc	hóa học	396	2
sinh vat	sinh vật	396	2
dung tri	dùng trị	395	2
chi co	chỉ có	394	2
dong vat	động vật	394	2
nhuc dau	nhức đầu	392	2
chan tri	chẩn trị	390	2
tieu tien	tiểu tiện	389	2
nghe	nghệ	386	1
phong thap	phong thấp	385	2
ra mo hoi	ra mồ hôi	385	3
thap nhiet	thấp nhiệt	384	2
phan tu	phân tử	383	2
ra ngoai	ra ngoài	382	2
thay thuoc	thầy thuốc	382	2
ngoai ra	ngoài ra	381	2
tinh mach	tĩnh mạch	381	2
uat	uất	381	1
nhieu lan	nhiều lần	380	2
mun nhot	mụn nhọt	379	2
cam thay	cảm thấy	376	2
sinh hoc	sinh học	376	2
tich theo dong	tích theo đông	376	3
canh tay	cánh tay	372	2
co benh	có bệnh	372	2
hoc trung	học trung	371	2
khong nen	không nên	371	2
tay chan	tay chân	371	2
vao kinh	vào kinh	371	2
dong mach	động mạch	371	2
phan biet	phân biệt	368	2
cua benh	của bệnh	364	2
gung	gừng	364	1
cao ap	cao áp	363	2
lien tuc	liên tục	362	2
trong mau	trong máu	361	2
tieu duong	tiểu đường	360	2
phan bo	phân bố	358	2
quan	quân	358	1
que chi	quế chi	358	2
thieu mau	thiếu máu	358	2
tinh than	tinh thần	357	2
sinh dia	sinh địa	356	2
cua nguoi	của người	355	2
sinh duc	sinh dục	355	2
bach truat	bạch truật	354	2
yen	yên	354	1
cuc	cúc	353	1
kinh nghiem	kinh nghiệm	352	2
tri dong	trị đông	352	2
chan tri dong	chẩn trị đông	351	3
nguyet	nguyệt	351	1
diep	diệp	350	1
nang chan tri	nang chẩn trị	350	3
phe quan	phế quản	350	2
hoc trung uong	học trung ương	349	3
quyen vien thong	quyền viện thông	349	3
thong tin thu	thông tin thư	349	3
vien thong	viện thông	349	2
vien thong tin	viện thông tin	349	3
vet thuong	vết thương	348	2
benh ly	bệnh lý	347	2
la thuoc	là thuốc	347	2
dung ngoai	dùng ngoài	346	2
thuoc sac	thuốc sắc	346	2
cay thuoc	cây thuốc	345	2
loai thuoc	loại thuốc	345	2
dieu kien	điều kiện	344	2
chua chung	chữa chứng	342	2
hoat tinh	hoạt tính	342	2
sot ret	sốt rét	342	2
cuu moi	cứu mồi	340	2
khi cua	khí của	340	2
phong han	phong hàn	340	2
chan tay	chân tay	339	2
dai cm rong	dài cm rộng	339	3
hoan toan	hoàn toàn	339	2
bat dau	bắt đầu	337	2
cao ap huyet	cao áp huyết	332	3
dang thuoc sac	dạng thuốc sắc	332	3
truong	trướng	332	1
ia chay	ỉa chảy	332	2
hoa thang	hoa tháng	329	2
thung	thũng	328	1
tam tieu	tam tiêu	327	2
ban ha	bán hạ	326	2
co thai	có thai	326	2
hoang lien	hoàng liên	325	2
lien quan	liên quan	325	2
thuc	thục	324	1
dai hoang	đại hoàng	321	2
kinh nguyet	kinh nguyệt	318	2
ngay lan	ngày lần	318	2
tuan hoan	tuần hoàn	318	2
sai	sài	317	1
tuong ung	tương ứng	316	2
dang	đằng	316	1
bang	băng	315	1
cam mau	cầm máu	315	2
dinh duong	dinh dưỡng	311	2
moi nguoi	mọi người	310	2
phu tu	phụ tử	309	2
dong cua	động của	308	2
ngan	ngân	306	1
tim mach	tim mạch	306	2
bach cau	bạch cầu	304	2
cho nguoi	cho người	304	2
khong deu	không đều	303	2
tran bi	trần bì	303	2
dia hoang	địa hoàng	303	2
met moi	mệt mỏi	302	2
dung trong	dùng trong	301	2
khi hu	khí hư	298	2
ung voi	ứng với	298	2
kinh lac	kinh lạc	297	2
thon chu tri	thốn chủ trị	295	3
thuoc bo	thuốc bổ	294	2
hoat huyet	hoạt huyết	291	2
giao cam	giao cảm	290	2
mach mau	mạch máu	290	2
cum hoa	cụm hoa	289	2
vi sinh vat	vi sinh vật	287	3
kho tho	khó thở	286	2
sot cao	sốt cao	286	2
bach thuoc	bạch thược	285	2
dau lung	đau lưng	285	2
dai mm	dài mm	284	2
ngai	ngải	284	1
co vi ngot	có vị ngọt	283	3
uong trong	uống trong	282	2
ngay dung	ngày dùng	281	2
benh vien	bệnh viện	280	2
tac nhan	tác nhân	280	2
de dieu	để điều	280	2
thon cuu	thốn cứu	277	2
bien chung	biến chứng	275	2
thon cuu moi	thốn cứu mồi	275	3
chong chi	chống chỉ	271	2
nhiem khuan	nhiễm khuẩn	271	2
phan hoa	phần hóa	271	2
cay thao	cây thảo	270	2
hoang cam	hoàng cầm	270	2
thuong han	thương hàn	270	2
huyet tuong	huyết tương	267	2
co tay	cổ tay	266	2
phan hoa hoc	phần hóa học	266	3
thanh phan hoa	thành phần hóa	264	3
thai duong	thái dương	264	2
tri lieu	trị liệu	264	2
huyet vi	huyệt vị	263	2
lau ngay	lâu ngày	263	2
benh co	bệnh có	262	2
chong chi dinh	chống chỉ định	262	3
tich cong	tích công	262	2
thuc vat	thực vật	261	2
tich cong dung	tích công dụng	261	3
can than	can thận	260	2
hoang ky	hoàng kỳ	260	2
nguoi ta dung	người ta dùng	260	3
phan tich cong	phân tích công	259	3
thai tru	thải trừ	259	2
that lung	thắt lưng	259	2
chi can	chỉ cần	258	2
vao huyet	vào huyệt	258	2
dung khong	dụng không	257	2
ngay uong	ngày uống	256	2
phuc hoi	phục hồi	256	2
cau ky	câu kỷ	255	2
neu khong	nếu không	255	2
ma hoang	ma hoàng	253	2
sinh ly	sinh lý	252	2
xuat huyet	xuất huyết	252	2
dung thanh	dụng thanh	251	2
xuyen khung	xuyên khung	251	2
chong viem	chống viêm	249	2
lan ngay	lần ngày	249	2
phuong thuoc	phương thuốc	249	2
thi khong	thì không	249	2
khi hoa	khí hóa	248	2
sai ho	sài hồ	248	2
tac dung khong	tác dụng không	247	3
khong mong	không mong	246	2
sung dau	sưng đau	245	2
benh cua	bệnh của	244	2
cua khi	của khí	244	2
nguoi bi	người bị	244	2
viem gan	viêm gan	244	2
chan thuong	chấn thương	243	2
khong mong muon	không mong muốn	243	3
dau than	đau thần	243	2
dau than kinh	đau thần kinh	243	3
nhiet giai	nhiệt giải	242	2
la huyet	là huyệt	241	2
duoc pham thanh	dược phẩm thành	240	3
mao	mạo	240	1
hap phu	hấp phụ	239	2
dau da	đau dạ	239	2
dung khong mong	dụng không mong	238	3
hoat chat	hoạt chất	238	2
thuc dia	thục địa	238	2
ap cao	áp cao	237	2
dung dieu	dụng điều	236	2
hanh khi	hành khí	236	2
khong long	không lông	236	2
thuoc la	thuốc lá	236	2
tam than	tâm thần	236	2
luu thong	lưu thông	235	2
nhung khong	nhưng không	235	2
deu la	đều là	235	2
do cao	độ cao	235	2
co vi dang	có vị đắng	234	3
trong dieu	trong điều	234	2
dau da day	đau dạ dày	234	3
ngon chan	ngón chân	233	2
huyet ap cao	huyết áp cao	232	3
thuoc chong	thuốc chống	231	2
duong khi	dương khí	230	2
khong bi	không bị	229	2
de tri	để trị	229	2
giai bai	giải bài	228	2
giai phong	giải phóng	228	2
la benh	là bệnh	228	2
sau thon cuu	sâu thốn cứu	227	3
uong ngay	uống ngày	227	2
dinh	đinh	227	1
giai bai thuoc	giải bài thuốc	226	3
khong con	không còn	226	2
trong qua	trong quá	226	2
tia	tía	226	1
binh duong	bình dương	225	2
tang huyet	tăng huyết	225	2
benh tat	bệnh tật	224	2
cuong dai	cuống dài	224	2
trong nuoc	trong nước	224	2
con dau	cơn đau	223	2
khong can	không cần	223	2
thuoc nay	thuốc này	221	2
trong qua trinh	trong quá trình	221	3
tang huyet ap	tăng huyết áp	221	3
chua ho	chữa ho	220	2
vi cay	vị cay	220	2
kinh mach	kinh mạch	219	2
kien ty	kiện tỳ	219	2
uong thuoc	uống thuốc	219	2
cam mao	cảm mạo	218	2
nhiet giai doc	nhiệt giải độc	218	3
thanh nhiet giai	thanh nhiệt giải	217	3
day du	đầy đủ	217	2
chuong thuoc	chương thuốc	216	2
canh hoa	cánh hoa	216	2
khang khuan	kháng khuẩn	216	2
ngoai da	ngoài da	216	2
ngay thang	ngày thang	216	2
phu hop	phù hợp	216	2
tieu viem	tiêu viêm	216	2
mot nguoi	một người	215	2
thuc tri	thức trị	215	2
chua dau	chữa đau	214	2
cong thuc tri	công thức trị	213	3
thuong xuyen	thường xuyên	213	2
dau ngon	đầu ngón	213	2
tri cac	trị các	212	2
bao gom	bao gồm	211	2
dung chua benh	dụng chữa bệnh	211	3
phu nu co	phụ nữ có	211	3
binh nhan	bịnh nhân	210	2
cong nghe	công nghệ	210	2
ngo doc	ngộ độc	210	2
phat sinh	phát sinh	210	2
chua cac chung	chữa các chứng	209	3
duong hu	dương hư	209	2
hay khong	hay không	209	2
mach mon	mạch môn	209	2
bam huyet	bấm huyệt	208	2
gay benh	gây bệnh	208	2
khong biet	không biết	208	2
nhi	nhĩ	208	1
ta cay thao	tả cây thảo	208	3
trong canh	trọng cảnh	207	2
va dieu	và điều	207	2
bung duoi	bụng dưới	206	2
ben trong	bên trong	205	2
huyet tren	huyệt trên	205	2
phap dieu	pháp điều	205	2
phan duoc lieu	phần dược liệu	205	3
tap trung	tập trung	205	2
duong nha	dương nhà	204	2
duong nha may	dương nhà máy	204	3
lang	lăng	204	1
thuy phan	thuỷ phân	204	2
thong thuong	thông thường	204	2
viem hong	viêm họng	204	2
ben ngoai	bên ngoài	203	2
bi dau	bị đau	203	2
moi vi	mỗi vị	203	2
phu thuoc	phụ thuộc	203	2
thuoc tri	thuốc trị	202	2
tri bang	trị bằng	202	2
tan bot	tán bột	202	2
khong phai la	không phải là	201	3
tac dung thanh	tác dụng thanh	201	3
binh duong nha	bình dương nhà	199	3
benh cao	bệnh cao	199	2
hoa cua	hóa của	199	2
may duoc	máy dược	199	2
may duoc pham	máy dược phẩm	199	3
moi chu tri	mồi chủ trị	199	3
nha may duoc	nhà máy dược	199	3
tai binh duong	tại bình dương	199	3
cuu moi chu	cứu mồi chủ	198	3
vi tren	vị trên	198	2
bo khi	bổ khí	197	2
tai bien	tai biến	197	2
vat chat	vật chất	197	2
benh ve	bệnh về	196	2
giai bieu	giải biểu	196	2
ha huyet	hạ huyết	196	2
chan trai	chân trái	195	2
chu tri dau	chủ trị đau	195	3
thach cao	thạch cao	195	2
kho khan	khó khăn	194	2
lay huyet	lấy huyệt	194	2
phan loai	phân loại	194	2
dau goi	đầu gối	194	2
nhieu nguoi	nhiều người	193	2
tren duong kinh	trên đường kinh	193	3
dung dieu tri	dụng điều trị	192	3
chi la	chỉ là	191	2
hoai	hoài	191	1
nguoi khac	người khác	191	2
than kinh trung	thần kinh trung	191	3
tri viem	trị viêm	191	2
bo than	bổ thận	190	2
ha huyet ap	hạ huyết áp	190	3
noi dung	nội dung	190	2
la khi	là khí	189	2
ngoai cam	ngoại cảm	189	2
thap khop	thấp khớp	189	2
trong truong	trong trường	188	2
chan phai	chân phải	187	2
kinh trung uong	kinh trung ương	187	3
nhieu hon	nhiều hơn	187	2
thong qua	thông qua	187	2
ich khi	ích khí	187	2
ha ap huyet	hạ áp huyết	186	3
khong du	không đủ	186	2
lan trong	lần trong	185	2
nhiem doc	nhiễm độc	185	2
tieu cau	tiểu cầu	185	2
tieu truong	tiểu trường	185	2
chung cua	chứng của	184	2
han kin	hàn kín	184	2
nhiet doi	nhiệt đới	184	2
sinh khuong	sinh khương	184	2
trung binh	trung bình	184	2
dieu tri bang	điều trị bằng	184	3
dai tao	đại táo	184	2
chua tri	chữa trị	183	2
moc huong	mộc hương	183	2
pe han	pe hàn	183	2
pe han kin	pe hàn kín	183	3
phat sot	phát sốt	183	2
phe khi	phế khí	183	2
tui pe han	túi pe hàn	183	3
duong huyet	đường huyết	183	2
de chua benh	để chữa bệnh	183	3
hoa dam	hóa đàm	182	2
su phu	sư phụ	182	2
co lien	có liên	181	2
lien quan den	liên quan đến	181	3
nu co thai	nữ có thai	181	3
phap dieu tri	pháp điều trị	181	3
co hoat	có hoạt	180	2
mau nao	máu não	180	2
khong khi	không khí	179	2
lao dong	lao động	179	2
tan han	tán hàn	179	2
chung to	chứng tỏ	178	2
dung bo	dụng bổ	178	2
gia tri	giá trị	178	2
ky sinh	ký sinh	178	2
nhung benh	những bệnh	178	2
phong benh	phòng bệnh	178	2
kinh tam	kinh tâm	177	2
thuoc khac	thuốc khác	177	2
dau khop	đau khớp	177	2
bai thuoc chua	bài thuốc chữa	176	3
benh tieu	bệnh tiểu	176	2
duoc tw	dược tw	176	2
duoc tw medip	dược tw medip	176	3
hoat dong cua	hoạt động của	176	3
phan duoc tw	phần dược tw	176	3
don vi	đơn vị	176	2
gan phu	gân phụ	175	2
mg ngay	mg ngày	175	2
mot benh	một bệnh	175	2
lien ket	liên kết	174	2
mau va	máu và	174	2
nuoi duong	nuôi dưỡng	174	2
thong khi	thông khí	174	2
tinh the	tinh thể	174	2
trong truong hop	trong trường hợp	174	3
trong dieu tri	trong điều trị	174	3
dau rang	đau răng	174	2
dung thanh nhiet	dụng thanh nhiệt	173	3
kinh nguyet khong	kinh nguyệt không	173	3
nguyet khong	nguyệt không	173	2
tay trai	tay trái	173	2
tri cua	trị của	173	2
duong tieu	đường tiêu	173	2
han nhiet	hàn nhiệt	172	2
huyet hu	huyết hư	171	2
hu han	hư hàn	171	2
phan nhieu	phần nhiều	171	2
than duong	thận dương	171	2
bat cuong	bát cương	170	2
khi khong	khí không	170	2
dang sam	đảng sâm	170	2
huyet vi tren	huyệt vị trên	169	3
doc tinh	độc tính	169	2
loai benh	loại bệnh	168	2
sinh tong	sinh tổng	168	2
tinh bot	tinh bột	168	2
vat co	vật có	168	2
vi tren duong	vị trên đường	168	3
kinh cam	kinh cẩm	167	2
kinh cam nang	kinh cẩm nang	167	3
nguyet khong deu	nguyệt không đều	167	3
nguoi gia	người già	167	2
sinh tong hop	sinh tổng hợp	167	3
tay phai	tay phải	167	2
duong kinh cam	đường kinh cẩm	167	3
cau ky tu	câu kỷ tử	166	3
thuoc khang	thuốc kháng	166	2
than am	thận âm	166	2
benh tieu duong	bệnh tiểu đường	165	3
chi thuc	chỉ thực	165	2
cac chung benh	các chứng bệnh	165	3
hoa mau	hoa màu	165	2
ngu vi	ngũ vị	165	2
song lung	sống lưng	165	2
vien	viễn	165	1
bo sung	bổ sung	164	2
chua tinh	chứa tinh	164	2
cau dang	câu đằng	164	2
voi nguoi	với người	164	2
de dieu tri	để điều trị	164	3
hang ngay	hàng ngày	163	2
trong thoi	trong thời	163	2
den ngay	đến ngày	163	2
hoang ba	hoàng bá	162	2
ha nhiet	hạ nhiệt	161	2
tho huyet	thổ huyết	161	2
viem phe	viêm phế	161	2
dong kinh	động kinh	161	2
benh cho	bệnh cho	160	2
dau tien	đầu tiên	160	2
benh bang	bệnh bằng	159	2
co hoat tinh	có hoạt tính	159	3
ly khi	lý khí	159	2
nhan dan	nhân dân	159	2
an khong	ăn không	159	2
cho benh	cho bệnh	158	2
chung dau	chứng đau	158	2
duoc pham truong	dược phẩm trường	158	3
gan than	gan thận	158	2
nhuoc co	nhược cơ	158	2
benh tim	bệnh tim	157	2
dung vi	dụng vị	157	2
gian mach	giãn mạch	157	2
huong dong	hướng đông	157	2
nguoi lon	người lớn	157	2
nhieu nuoc	nhiều nước	157	2
nhan co	nhân có	157	2
phu thung	phù thũng	157	2
hoai son	hoài sơn	156	2
han thap	hàn thấp	156	2
he than	hệ thần	156	2
nhu dong	nhu động	156	2
chua nhieu	chứa nhiều	155	2
chua chung benh	chữa chứng bệnh	155	3
he than kinh	hệ thần kinh	155	3
khong ra	không ra	155	2
khong tieu	không tiêu	155	2
tang len	tăng lên	155	2
viem phe quan	viêm phế quản	155	3
vi ngot tinh	vị ngọt tính	155	3
bam vao huyet	bấm vào huyệt	154	3
cao hon	cao hơn	154	2
nhom thuoc	nhóm thuốc	154	2
tac dung vi	tác dụng vị	154	3
benh cao ap	bệnh cao áp	153	3
bo huyet	bổ huyết	153	2
chua viem	chữa viêm	153	2
ha sot	hạ sốt	153	2
khi trong	khí trong	153	2
uong trong ngay	uống trong ngày	153	3
kim loai	kim loại	152	2
nhuc que	nhục quế	152	2
viem ruot	viêm ruột	152	2
va benh	và bệnh	152	2
cua khi cong	của khí công	151	3
han kin chua	hàn kín chứa	151	3
huong phu	hương phụ	151	2
kinh gioi	kinh giới	151	2
trang benh	trạng bệnh	151	2
tuong duong	tương đương	151	2
dau ngon tay	đầu ngón tay	151	3
luong huyet	lương huyết	150	2
mau cam	máu cam	150	2
sinh huyet	sinh huyệt	150	2
tieu chuan	tiêu chuẩn	150	2
trong benh	trong bệnh	150	2
va khong	và không	150	2
co doc	có độc	149	2
muc tieu	mục tiêu	149	2
dau vung	đau vùng	149	2
duoc lieu viet	dược liệu việt	148	3
thuong than	thượng thận	148	2
trong cong	trong công	148	2
truc khuan	trực khuẩn	148	2
voi thuoc	với thuốc	148	2
duoc benh	được bệnh	148	2
benh dau	bệnh đau	147	2
tham chi	thậm chí	147	2
trung tam	trung tâm	147	2
tinh trang benh	tình trạng bệnh	147	3
lan trong ngay	lần trong ngày	146	3
sac uong ngay	sắc uống ngày	146	3
so lanh	sợ lạnh	146	2
uong ngay thang	uống ngày thang	146	3
doc to	độc tố	146	2
khong dung thuoc	không dùng thuốc	145	3
la nguoi	là người	145	2
ap dung dieu	áp dụng điều	145	3
duong tieu hoa	đường tiêu hóa	145	3
bo ty	bổ tỳ	144	2
cao huyet	cao huyết	144	2
huyet va	huyết và	144	2
khoi benh	khỏi bệnh	144	2
kinh phe	kinh phế	144	2
ngai cuu	ngải cứu	144	2
nen khong	nên không	144	2
quan binh	quân bình	144	2
va dieu tri	và điều trị	144	3
chech kim	chếch kim	143	2
ket tinh	kết tinh	143	2
thuoc dung	thuốc dùng	143	2
tac dung bo	tác dụng bổ	143	3
cao huyet ap	cao huyết áp	142	3
cua dong	của đông	142	2
kho chiu	khó chịu	142	2
kho tieu	khó tiêu	142	2
menh mon	mệnh môn	142	2
nhuoc than	nhược thần	142	2
nhuoc than kinh	nhược thần kinh	142	3
phong nhiet	phong nhiệt	142	2
phong phong	phòng phong	142	2
suy nhuoc than	suy nhược thần	142	3
thuoc cua	thuốc của	142	2
ty hu	tỳ hư	142	2
benh do	bệnh do	141	2
cuc hoa	cúc hoa	141	2
khi vi	khí vị	141	2
sinh tan	sinh tân	141	2
thay dau	thấy đau	141	2
tich theo tay	tích theo tây	141	3
vi hu	vị hư	141	2
dieu tri benh	điều trị bệnh	141	3
duoc phuc	dược phúc	140	2
lieu cao	liều cao	140	2
ngay dang	ngày dạng	140	2
suy nhuoc co	suy nhược cơ	140	3
thuoc loi	thuốc lợi	140	2
trinh dieu	trình điều	140	2
bung kinh	bụng kinh	139	2
dung ngay	dùng ngày	139	2
got chan	gót chân	139	2
hoa trang	hoa trắng	139	2
khong khoi	không khỏi	139	2
la khong	là không	139	2
nhan gay	nhân gây	139	2
dong hoc	động học	139	2
nhuoc co the	nhược cơ thể	138	3
tay cai	tay cái	138	2
thuoc trong	thuốc trong	138	2
thuong truat	thương truật	138	2
tinh khi	tinh khí	138	2
trong moi	trong môi	138	2
cao tuoi	cao tuổi	137	2
cham chech kim	châm chếch kim	137	3
chi xac	chỉ xác	137	2
do lanh	do lạnh	137	2
kham benh	khám bệnh	137	2
long ban tay	lòng bàn tay	137	3
thang chia lan	thang chia lần	137	3
than hu	thận hư	137	2
de tang	để tăng	137	2
can khi	can khí	136	2
chu khong	chứ không	136	2
huyet nay	huyệt này	136	2
nguoi cao	người cao	136	2
thuoc khong	thuốc không	136	2
thuoc lam	thuốc làm	136	2
thuoc theo	thuốc theo	136	2
thuc nhiet	thực nhiệt	136	2
dieu che	điều chế	136	2
dieu khien	điều khiển	136	2
de bo	để bổ	136	2
cap cuu	cấp cứu	135	2
the suy	thể suy	135	2
chua cam	chữa cảm	134	2
hoi chung	hội chứng	134	2
la chung	là chứng	134	2
ngay dang thuoc	ngày dạng thuốc	134	3
ngon tay cai	ngón tay cái	134	3
ra nhieu	ra nhiều	134	2
tri mau	tri mẫu	134	2
tri chung	trị chứng	134	2
uong nhieu	uống nhiều	134	2
